description;MERO;ZÜLÝ;GÝZO;Toplu
2022 yýlýnda ayný içerikli iki ürünü üst üste kullanmamayý öðrendim senden. Örneðin niacinamide serumunun üstüne niacinamide içeren bir krem kullanmýyorum. Eskiden daha az dikkat vererek uyguluyordum ürünleri, þimdi birbirleri ile uyumlarýna daha çok dikkat ediyorum. Madem yorumlarý detaylý okuyacaksýn biraz daha yazmak istedim. Cilt bakýmý konusunda mihenk taþýmsýn bu arada. Senden öðrendiklerimi not ettiðim kýrmýzý bir defterim var ve sayende kendim dýþýnda kuzenlerime ve arkadaþlarýma da yardýmcý oluyorum bu konularda. Hatta kuzenimin biri beni sana benzetiyor. (bence benzemiyoruz da, öyle demesi aklýma 'Ýnsan, en çok vakit geçirdiði 5 kiþinin ortalamasýdýr.' sözünü getirmiþti.) Birçok þeyde sana eþlik etmemize izin verdiðin (bts, dear mioya, nohutlu pýrasa yemeði ve daha niceleri...) teþekkür ederim. Umarým güçlü adýmlarla yoluna, hayallerine devam edersin ama daha iyi yerlere gelince de bizi býrakmazsýn. Biliyorum az izleniyor diye çekmek istemiyorsun ama kitap, film, müzik favorileri videonu da hala bekliyorum bu arada... Ýyi seneler! (Uygunluk durumuna göre 4,6,11,12 nolu paketlerden biri olabilir. Karmadan yaðlýya dönük/ hassas ve pcos saðolsun sivilceye ekstra meyilli bir cildim var. Yeni 26 oldum. ig: @preludearchillea);1;1;1;1
"Merhaba sevgili Çisem ve bu kanalý izleyen herkes…Ben de kendi hikayemden biraz bahsetmek istiyorum. Sivilcelerle 14 yaþýndayken tanýþtým. Üstüne fazla kilo, diþ teli ve saçlarým çok kabarýk olduðundan annem zorla kestirdiðinden kýsa saç eklenince özgüvensiz bir ergenlik geçirdim. Akran zorbalýðý yaþamýþým sonradan öðrendim. Saç, kilo ve diþ teli lisede halloldu ama maalesef sivilceler için ayný þeyi söyleyemeyeceðim. Annem hemþire olduðundan dermatologa çok çabuk gittim ama sonuç hüsran oldu. Örneðin; Differini ve ona benzer birçok retinol içerikli kremi yüzüme boca ettim ve bunu güneþ kremi ve nemlendirici sürmeden yaptým. Bütün bu kremler bana daha çok sivilceyle geri döndü. Yüzümü sebamed sabunla yýkamamý söyleyen doktorlar oldu. En sonunda lise sonunda roaccutane kullandým. O kadar yan etki yaþadým ama gýkým çýkmadý. Çünkü sivilceler yüzünden yaþadýðým psikolojik sorunlarýn yanýnda fiziksel yan etkiler hiçbir þeydi. Ýlaç bittikten sonra birkaç ay harikaydý ama sonra yavaþ yavaþ geri döndüler. “aaa yüzün ne güzel düzelmiþ” diyenler bana bu sefer “aaa sivilceler geri mi geldi?” diye soracaklar diye evde bile makyaj yapmaya çalýþtým. Sabah yüzümü yýkadýktan sonra kimse beni görmesin diye odama koþtum. Sonuç 2. kere roaccutane kullanmak oldu. Belki inanmayacaksýnýz ama sivilceler tekrar geri geldi. Ýþte bu dönemde sizin kanalýnýzla iyi ki tanýþtým. Sizin sayenizde önce cilt bariyerimi onardým. Sonra var olan sivilceleri söndürecek ürünler kullandým. Þu anda da onarýcý/ koruyucu bir rutin uyguluyorum. Sizden öðrendiðim en önemli bilgi “retinol rutini nasýl oluþturulur?” oldu. Þu an 30 yaþýma ramak kala cildim belki de en iyi zamanlarýný yaþýyor. Yarýn ne olur bilemem ama artýk cilt bakýmý benim için bir hobi oldu. Ayna karþýsýnda kendine bakamayan kýz þu an akþamlarý ne kadar yorgun olursa olsun ayna karþýsýnda kendine gülümsüyor. Bu uzun yorumu okuyan ve benimle ayný sorunlarý yaþayanlar varsa naçizane tavsiyem kimsenin ne söylediðini takmayýn. Herkes her konuda bilirkiþilik yapmaya bayýlýyor. “makyaj yapýyosun ya ondan bence” diyenlere gülün geçin. Son olarak Çisem, þanslý kiþilerden biri olursam ben 10 numara makyaj paketini isterim çünkü sayende cilt bakým ürünlerim yedekleriyle birlikte dolabýmda bekliyor. Herkese iyi yýllar dilerim….(mail:slnavciii@gmail.com)";2;0;1;0
zoepxgg instam?;2;2;1;2
Merhabalarr, yaklaþýk iki senedir takipteyim. 20 yaþýndayým yaðlý-karma bir cildim var pcos sahibi bir bireyim. Ýlk takip etmeye baþladýðým vakitlerde cildimde pek sýkýntýlar yoktu doðrusu yaðlý cildin ve eksfoliasyon ve cilt temizliðinde eksiklikten milialarým vardý sadece sonrasýnda bunlar geçti ama daha büyük sorunlarla uðraþmaya baþladým. Üniversiteye baþlamamla stres sivilceleri, düzgün ve saðlýklý beslenemediðim için sivilceler ve hormonal kistik sivilceler yavaþ yavaþ yüzümde sýrayla yer almaya baþladý. Senin sayende çift aþamalý temizlik ve güneþ kremine baþladým ama güneþ kremi için biraz geç kalmýþ olacaðým ki cildim çok fazla lekelendi. Sen bu sürecin kolay olmayacaðýný ve zaman gerektirdiðini ve sabýrlý olmam gerektiðini çok güzel gösterdin benim için. Þu an bir dermatolog ile retinole baþladýk lakin kendisi ve benim araþtýrmalarým ters düþtü dilediðimce tedavi uygulamada yardýmcý olan bir doktor ile karþýlaþacaðým maalesef o yüzden rehberim sensin. Sanýrsam ki 4. Paket benim için uygun olaný Ýnstagram @ezgikarayl;0;2;1;0
"Sevgili Çisem, sayende o kadar çok þey öðrendim ki anlatamam hem cilt hem de makyaj konusunda hatta makyaj koleksiyonumda ve cilt bakým rutinimde asla senin önermediðin bir þey almýyorum :) Þu mecrada gözüm kapalý güvendiðim tek kiþisin, iyi ki varsýn. Aknelerim için hapla tedavi oldum o süreçte de senin önerdiðin ürünlerle (la-roche cica) daha güzel bir süreç geçirdim. Senden öðrendiðim en faydalý bilgi; uzun süredir göz altlarýmdaki vasküler tip morluktan gerçekten çok sýkýlmýþtým önerdiðin Effect HA Eye Contour Radiance Serum ile damarlý mor görünümümü azalttým teþekkür ederim. Eðer beni seçersen, 4- 25 yaþ altý yaðlý - lekeli cilt ve 3- Lekeli - karma cilt (yüz ve vücut) (ikisi arasýnda kaldým çünkü tedaviden sonra az da olsa lekelerim kaldý) numaralý hediyeni kullanmak isterim. Mutlu yýllar, video muhteþem olmuþ emeðine saðlýk.?";1;1;1;1
??? Ýyiki varsýn;2;2;1;2
Arkadaþlar aþýrý yaðlý bir cildim var. La Roche posay, vichy dercos, Bioderma yüz temizleme jellerini kullandým. Yüzümü yýkadýktan 2 saat sonra nokta nokta yaðlanma, 5 saat sonra hiç yýkanmamýþ gibi oluyor. Bana bir çözüm bulun artýk ya;0;0;2;0
@Oðuzhan cosrx dýþ ambalajý kýrmýzý olan salisilik asitli temizleyici biraz sert bir ürün ph ý yüksek. Mesela onun yerine cosrx good morning gel daha iyi (ikisinide kullandým) yumuþak bir ürünle temizleyip mutlaka nemlendirmeniz lazým;2;2;0;2
@Beste Aydýn þimdide cosrx in salisilik asitli yüz temizleme kremi ni kullanýyorum.;2;2;2;2
@Beste Aydýn hayýr. Tonik kullanýyorum. Dýþarý çýkarkende güneþ kremi;2;2;2;2
Yýkadýktan sonra nemlendiriyor musunuz?;2;2;1;2
Son üç yýldýr cilt bakýmý konusunda güvenilir limaným oldun. Ürünleri objektif yorumlaman, videolarýn için yaptýðýn araþtýrmalar ve konulara hakimiyetin, her bütçeye uygun ürünler önermen o kadar deðerli ki benim için merak ettiðim bir konu olduðunda Google da aramak yerine hemen senin videolarýna koþuyorum. Çift aþamalý temizlik, güneþ kremi ve sorunlarýma yönelik serum kullanýmý ciddi anlamda cildime iyi geldi. Bu da senin sayende. Ýyi ki varsýn, mutlu yýllar. 3 numaralý paketi kendime uygun buluyorum. @umransumer;1;1;1;1
Cildim önceden aþýrý yaðlýydý. Sizi takip ettikten sonra düzenli güneþ kremi kullanmaya, çift aþamalý temizlik yapmaya, cilt bariyerimi güçlendirecek ürünler kullanmaya baþladým. Artýk cildim o kadar yaðlanmýyor ve diðer cilt sorunlarým da azaldý. Ayrýca bence bu alanda içerikleri en kaliteli kiþisiniz. Umarým yeni yýlda çok mutlu olursunuz. 10 - makyaj paketi @animeciissiz;1;2;1;1
Çisem abla senden ogrendigim aslinda bircok sey var diyebilirim onceden cildimi temizlemeyi bile bilmiyormusum cilt bakimi yapmayi senden ogrendim 3 gecen sene roaccutane tedavisi gormustum simdi 5 ay sonra cildim tekrar siyah nokta ve sivilce cikarmaya basladi cift asamali temizlik yapmaya basladim kore cilt bakimi adimlarinin hepsini degil de ihtiyacima gore kullanmayý ogrendim ve fiddy methodu da aslinda yukleyeli baya olmus ama ben daha yenilerde yaptim o kadar etkisini gordum ki duzenli olarak yapiyorum cildim de bozulmustu bir ara o sirada marudermin yatistirici ve nemlendirici kremini kullandim ve yeni bitti hatta,kuru ciltliyim bu arada ben cok begendim. Kutu olarak makyaja baya ilgim oldugundan 10. paketi secmek istiyorum umarim bana cikar bir de makyaj iceriklerini de baya seviyorum instagramda ozellikle devam etmelisin 33 @thsophiea;1;1;1;1
Sizin sayenizde ciltle ilgili çok þey öðrendim Çisem Haným. Çift aþmalý temizlik, Serumlarýn kullanýmý, güneþ kreminin önemi.. Hepsini bu kanalda öðrendim..Ýyi ki varsýnýz.. ??;1;1;1;1
12-13 yaþlarýnda ergenliðe girmemle beraber bir çok kýzdan önce cildim sivilcelenmeye baþlamýþtý. Bebeksi yüzlerin yanýnda benim yüzüm (çocukluk aklýyla) çok kötü duruyordu. Daha o yaþlarda bir sürü ürün kullanmaya baþladým. 3’ü bir arada yüz týkama jelleri, bilmem ne sütlü katý sabunlar, sivilce kurutucu jeller.. Yýllarca böyle gitti gitmesine ama ne sivilcelerim azaldý ne de ben bir faydasýný gördüm. Cildimde lekelerim oluþmaya baþlamýþtý. Önce makyajýn çok zararlý olduðunu düþünüp makyaj yapmayý býraktým ama hiçbir iþe yaramadý. Sonrasýnda bilinçsiz influencer’lar sayesinde önerdikleri her ürünü alýp kullanmaya baþladým. Ta ki kader sizi karþýma çýkarana kadar?? Tuvba diye bir youtuber var bilen bilir. Bir gün onu izlerken sizden ‘çok güvendiðim biri’ diye bahsetmiþti. Bende merak edip kanalýnýza girmiþtim. Ýþte o zaman benim hayatýmý deðiþtiren siz oldunuz. Yýllarca cildimi yaðlý zannediyordum ama karma olduðunu sizden öðrendim. Güneþ kremini sadece yazýn tatile gidersem kullanýyordum, kýþýn bile kullanmamýz gerektiðini sizden öðrendim. Daha 18 yaþýndayken cildime güçlü ürünler kullanmamam gerektiðini sizden öðrendim. Çilek bacak görünümüm yüzünden kýsa þeyler giymekten çekiniyordum, nasýl geçireceðimi sizden öðrendim. En önemlisi cildimi sevmeyi ve ona sahip çýkmayý sizden öðrendim?? Ýlk tanýdýðým andan bu yýla kadar bana ve benim gibi bir çok kiþiye çok þey öðrettiniz. Her þey için çok teþekkür ediyorum. Umarým çok güzel bir yýl olur hepimiz için. Hak ettiðiniz deðerin kat ve kay daha fazlasýný alýrsýnýz???? Ben tek çocuðum ama benim yaralarýmý bir abla gibi sardýðýn için gönülden teþekkür ediyorum?? @cerenurkz ve sizin sayenizde öðrendiðim için 3. veya 6. paket benim cilt tipim?? sadece bunlarý bilmen bile benim için çok deðerli???? gurur duyulmasý gereken üreticilerden birisinn;0;0;1;0
Sevgili Çisem sizi 5 yýldýr takip ediyorum. 5 yýldýr hiç aksatmadan güneþ kremimi sürüyorum. Sadece misel su ya da garnierin peelingi ile yüzümü temizlerdim. Sayende ilk vazgeçtiðim ürünler bunlar oldu. Önce yað bazlý sonra su bazlý temizleyici ile temizlemeden asla uyumuyorum. 5 yýldýr rutinimde deðiþen þey yaþ ilerledikçe sayende hiç duymadýðým retinole baþladým ve lekesiz tertemiz bir cilde sahibim. Kendim adýma bu kadar bilgiyi bize ulaþtýrdýðýn için çok teþekkür ediyorum. Bu kadar dolu dolu içerik üreten içerik üreticisi sizden baþka var mý görmedim ?? her þey için teþekkür ederim iyi seneler diliyorum ?????;1;1;1;1
Merhaba Sevgili Çisem, senden cilt bakýmý ile ilgili o kadar çok þey öðrendim ki teþekkür ederim ? Sayende cildime en uygun güneþ kremi buldum.;1;1;1;1
Mutlu Yýllar dilerim Çisem. Dr.Different 'in Retinal ürününü 35 -40 yaþ üstü kiþiler baþlangýç ürünü olarak mý kullanmalý yoksa baþlangýç için By Wishtrend in ürünü mü kullanýlmalý sence ? By wishtrend in ürünününden kaç kutu bitirip Dr. Different 'a geçtin acaba? Haftada kaç kez kullanýyorsun retinali? Bir de Retinal kullanýmýna kendimiz baþlayabilir miyiz yoksa dermatoloða gitmeye gerek var mýdýr bunun için?;3;2;1;2
Pure c vitamini serumu vaad ettiði gibi beyazlatiyormu acaba? Cildim tahriþ oldu retinolden dolayý.tahristen dolayý lekelendi o bölge.cildimi toparladiktan sonra bu c vitamininin kullansam lekeyi gecirirmi? Tekrar tahriþ yaparmý acaba?;0;0;2;0
Keþke 2022 nin kitap film dizi favorilerini de çekseniz??;2;2;2;2
Cildim kuru karma olduðu halde ýsrarla yaðlý ciltler için olan ürünleri kullanýp cildimi daha da kurutmuþum, cildimi tanýmadýðým için ?? Ayný anda farklý asitler kullanarak cilt bariyerimi de bozmuþtum. Göz altlarýmda da nemsizlikten yaþým az olmasýna raðmen kýrýþlar vardý. Senin sayende þu an derim parlýyor, nemli, saðlýklý ?? Daha fazla ürün yerine, daha az ama ihtiyacým olan ürünleri alýp kullanmayý öðrendim ??;0;0;1;0
.;2;2;2;2
"Merhaba Çisem hanimcim,Retinal almak istiyorum fakat anti aging deyince kararsýz kaldým,yýllar önce bir dergide bir kimyagerin röportajinda ""þayet bir ürün içeriðinde anti aging yazýyorsa erkek spermi vardýr"" demiþti,bu konuda bir araþtýrmanýz olabilir mi acaba , ürünlerimi düzenli aldýðým eczaneye sordum inkar etmedi ,bana ondan sonra hep bitkisel içerikler tavsiye ettiker hep,midem bulanmisti o zaman elimdeki ürünü bile kullanmayýp atmýþtým, bitkisel anti aging içerikli etkili ürünler tavsiye edebilir misiniz";0;0;1;0
Çisem yaklaþýk 2 yýldýr takip ediyorum seni. O kadar çok þey öðrendim ki ve öðrenmeye de devam ediyorum. Özellikle ürün içerik listesi ve peþ peþe kullanýlmasý ya da kullanýlmamasý gereken içeriklerle alakalý anlattýklarýndan öðrendiklerim çok kritikti benim için. Hassas ciltli biri olarak buna ayrýca dikkat etmem gerekiyor. 9 veya 12 paketi beni çok mutlu eder. Þimdiden teþekkür ederiz???? (@zeosland);1;1;1;1
Caným Çisemciðim dermatologlarda haftalarca sýra bekleyip muayeneden kalan birkaç dakikada doktora cilt bakýmýyla ilgili ne sorabilirsek kâr derdik. Þimdi orada bile öðrenemeyeceðimiz þeyleri bize karþýlýksýz, tane tane, özenle sunuyorsun. Cildimdeki deðiþim inanýlmaz seni çook seviyoruz?;1;0;1;1
Bu emeðe ??????;2;2;1;2
Seninle ilgili þöyle bir þey hayal ediyorum, cildimi göstersem, bana kullanabilecegim ürün ya da icerik tavsiye etsen... ne güzel olurdu. Ya da doktorlarla is birliði içinde böyle bir uygulama yapsan ??. Belki ileride????????;0;2;1;0
Instagram: betull_sarii;2;2;2;2
Senelerdir seni takip eden biri olarak yaptýðým tüm yanlýþ adýmlarý düzelttim diyebilirim. Önerdiðin çoðu þeyi alýyorum. Öðrendiðim ve iþime yarayan en büyük þey öncelikle cilt bariyerimi onarmam gerektiðiydi. Bunu yapýnca her þey yoluna girdi. Fazla söze gerek yok çýkmasa da önemli deðil ama olursa eðer 9 numara diyebilirim ?sevgiyle;1;1;1;1
Çok teþekkürler bütün emekleriniz için Çisem. Sadece bu sene deðil, sizi takip etmeye baþladýðýmdan beri çok þey öðrendim. En baþýnda, hassas ve kuru cildimi cica içerikleriyle yatýþtýrmayý öðrendim ve yýllar içinde kullandýðým yanlýþ ürünlerin cilt bariyerimde býraktýðý tahribatý onardým. Bu sene öðrendiklerimin baþýnda güneþ kremi filtrelerinin tipleri ve fiziksel fitlereli ürünlerin bana daha uygun olabileceði geliyor. Ýkinci olarak da (henüz hassasiyetten ötürü kullanmaya cesaret edememiþ olsam da), bu videoda da bahsettiðiniz retinol ve retinal farký. Çok teþekkürler tekrar bütün bu bilgiler için, cildimdeki düzelme gözle görülür boyutta ??Nice mutlu senelerinize????;1;1;1;1
marudermin leke karþýtý olan mor kremini ben kullandým ama yüzümün emmediðini fark ettim sizde de öyle mi acaba ? ve suratýmý yakýyor.;0;0;0;0
......;2;2;2;2
Bu yýl asla kurtulamadýðým sivilcelerim için son çare roucttune tedavisini baþladým 18 yaþýma yeni girdim ve üniversiteye baþladým psikolojik olarak zor zamanlar yaþasam da bu gunlerin geçeceði kendime hatýrlatarak iyi hissetmeye çalýþýyorum. Cildim þu an çok hassas ve kuru bu yýl sizden öðrendiðim en önemli þey güneþ kremi kullanmak tabiki temizlemek içinde çift aþamalý temizlik (içerik okumaya da baþladým ). Umarým hepimiz harika bir yýl geçiririz .istediðim kutu 2-hassas kuru cilt (rmys_gln);0;0;1;0
????;2;2;1;2
Queen ??;2;2;1;2
çift aþamalý temizlik için ne kullanýyorsunuz acaba;2;2;1;2
Öncelikle seni gerçekten çook seviyorum çünkü senin sayende cilt bakýmýmda nasýl bilinçli hareket edebileceðimi öðrendim ???? Güneþ kremini aksatmamam gerektiðini ve az çok ürünlerin içeriklerini okumayý öðrendim. Önceden ya sadece ambalajýna bakarak ya da caným istediði için alýrdým cilt bakým ürünlerini, içerik nedir asla anlamaz ve bakmazdým. Güneþ kremi zaten sürmüyordum ?? Bu nedenle de bozduðum cilt bariyerimi acaba nasýl düzeltirim diye araþtýrmaya baþlamýþken seni keþfettim ve iyiki de keþfetmiþim. O kadar çok bilgi paylaþýyorsun ve bildiklerini bizlere o kadar iyi aktarýyorsun ki senin sayende kendi cildimi tanýyýp ne zaman hangi içerikte ürün kullanmam gerektiðine yönelik önerdiðin ürünlerle bir rutin oluþturdum vee sonuçtan çok çok çok memnumum. Sanýrým senden öðrendiðim en önemli þey ise cildimin gözenekli olmasýnýn ve arada çýkan sivilcelerimin olabileceðini, bunlarý çok elzem bir þeymiþ gibi kafama çokça takýp dert edinmemem gerektiðini çünkü bu durumlarýn normal olduðunu öðrendim. Ýyiki varsýn Çiseemm yaptýklarýnýn karþýlýðýný kat be kat alýrsýn umarým ???? 4.kutuyu alan kiþi olsam çok mutlu olurumm ama nasip ?? kutuyu kazanamasam da umarým yorumumu görürsün bu sayede yaptýðýn iþle birçok kiþinin olduðu gibi benim de hayatýma nasýl dokunduðunu ve sana ne kadar teþekkür etsem az kalabileceðini sana iletmiþ olurumm ???? (eminebusrakara instagram adresim);1;1;1;1
"Çisem seni keþfetmem çok karanlýk bir dönemime denk geldi. Ama o dönem senin videolarýn ve seni izleyip durmamýn ardýndan Youtube algoritmasý olsa gerek BTS'i keþfetmem hayatýmý kurtardý. Önce cildim sonra ruhum toparlandý. Sana ne kadar teþekkür etsem az. 2020'den beri aralýksýz takip ediyorum videolarýný. Bana cilt bakýmý ve makyajla ilgili o kadar çok þey öðrettin ki. Ýyi ki çýkmýþsýn karþýma. Senden 2022'de öðrendiðim çok þey var ama sanýrým en ilginci saç diplerime AHA asit uygulamak oldu. Çok gür ve kalýn telli saçlarým var, o nedenle çok kepeklenme ve kaþýntý oluyordu. AHA asidin mucizesine inanamadým. Ýyi ki varsýn. Samimiyetin, içtenliðin, özenli videolarýn için çok teþekkür ederiz. Ayrýca deli bir kitap kurdu olarak kitap videolarýný çok severek izliyordum, izlenme sayýsý çok düþük olduðu için ayrý yüklemeyeceðini söylemiþtin. Geçen yýlki gibi vlogunun içinde bahsettiðinde bile çok güzel oluyor ve zevkle dinliyoruz. Umarým yine öyle de olsa gelir. Yeni yýlýnýn huzurlu, saðlýklý ve bereketli olmasý dileðiyle...(Ýstediðim paket 2 ""hassas ve kuru cilt"""". Instagramým @kizilanka)";1;0;1;1
